# Simulation 1 (Up to date)
# 728 data points written for 18 variables.
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Gravitational acceleration (ft/s²),Angle of attack (°),Mass (lb),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (lbf),Drag force (lbf),Drag coefficient (?),Normal force coefficient (?),Air temperature (°F),Air pressure (psi),Dynamic Pressure (psi),Max Dynamic Pressure (psi)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
86.478,471.25,-137.86,0.28135,32.125,NaN,80,NaN,0.12381,12269450,0,80.579,NaN,NaN,57.074,14.416,0.15478,4.2556
86.978,402.36,-137.72,0.27945,32.125,NaN,80,NaN,0.12365,12276694,0,80.573,NaN,NaN,57.319,14.452,0.15477,4.2556
87.478,333.53,-137.58,0.27804,32.125,NaN,80,NaN,0.12349,12284063,0,80.57,NaN,NaN,57.565,14.487,0.15476,4.2556
87.978,264.78,-137.44,0.27767,32.126,NaN,80,NaN,0.12334,12291783,0,80.572,NaN,NaN,57.811,14.523,0.15477,4.2556
88.478,196.09,-137.3,0.27526,32.126,NaN,80,NaN,0.12319,12298741,0,80.565,NaN,NaN,58.056,14.559,0.15475,4.2556
88.978,127.47,-137.17,0.27388,32.126,NaN,80,NaN,0.12303,12306003,0,80.561,NaN,NaN,58.301,14.594,0.15475,4.2556
89.478,58.926,-137.03,0.27295,32.126,NaN,80,NaN,0.12288,12313396,0,80.561,NaN,NaN,58.545,14.63,0.15475,4.2556
# Event GROUND_HIT occurred at t=89.978 seconds
# Event SIMULATION_END occurred at t=89.978 seconds
89.978,-9.5546,-136.89,0.2719,32.126,NaN,80,NaN,0.12273,12320725,0,80.559,NaN,NaN,58.79,14.665,0.15474,4.2556
